,claim nr,claim,most sim ngram,most sim paragraph,predicted stance,actual stance
807,25152,madonna offered <unknown> sex to clinton voters        ,,<unknown> <unknown> the stage of madison square garden on tuesday night as the opening act,agree,agree
808,25154,eggs are nearly as bad for your heart as <unknown>     ,,in the study the researchers measured <unknown> plaque <unknown> in the arteries of <number> men,agree,agree
809,25155,eggs are nearly as bad for your heart as <unknown>     ,,problem last year the average american consumed <number> eggs over <number> percent more than the,agree,agree
810,25162,high intensity <unknown> training <unknown> is dangerous        ,claims the <unknown> method has,the chain claims the <unknown> method has been <unknown> proven to be the most effective,agree,agree
811,25163,high intensity <unknown> training <unknown> is dangerous        ,,high intensity training or <unknown> as it is known is a form of strength training,agree,agree
812,25169,trump plans to pull out of paris climate accord      ,,but this report if true should surprise no one after the president was the only,agree,agree
813,25170,trump plans to pull out of paris climate accord      ,sources who confirmed the information,the outlet spoke with three sources who confirmed the information though trump has been known,agree,agree
814,25185,genetically modified foods are <unknown> to health        ,,activists often <unknown> the alleged potential health risks of genetically modified foods one recent example,disagree,disagree
815,25186,seth rich leaked clinton emails to <unknown>        ,,we have this very strange story now of this young man who worked for the,disagree,disagree
816,25194,climate change is a hoax          ,,so what does <number> trillion look like in a global economic context   ,agree,agree
817,25199,<unknown> is <unknown>            ,,<unknown> failed because the <unknown> for going uncovered are too low when <unknown> against its,agree,agree
818,25206,trump assures french president <unknown> you were my guy after saying before his election that,did n't <unknown> le pen,although trump did n't <unknown> le pen he praised her in comments to the associated,agree,agree
819,25207,madonna pledges <unknown> sex for clinton voters        ,,the pop queen known for her shocking antics made the <unknown> tuesday while opening for,agree,agree
820,25209,madonna pledges <unknown> sex for clinton voters        ,,<unknown> <unknown> the stage of madison square garden on tuesday night as the opening act,agree,agree
821,25210,madonna opens amy <unknown> <unknown> show by offering blow jobs to <unknown> voters  ,,the pop queen known for her shocking antics made the <unknown> tuesday while opening for,agree,agree
822,25211,madonna opens amy <unknown> <unknown> show by offering blow jobs to <unknown> voters  ,,theres pretty much nothing madonna wont do to make sure <unknown> clinton takes the white,agree,agree
823,25212,madonna opens amy <unknown> <unknown> show by offering blow jobs to <unknown> voters  ,,watch the full nsfw video below         ,agree,agree
824,25213,madonna jokes about offering <unknown> sex to <unknown> clinton voters     ,to perform <unknown> sex on,madonna is <unknown> to perform <unknown> sex on voters who cast their <unknown> for <unknown>,agree,agree
825,25215,madonna jokes about offering <unknown> sex to <unknown> clinton voters     ,,<unknown> <unknown> the stage of madison square garden on tuesday night as the opening act,agree,agree
826,25218,eating eggs as bad for your heart as smoking      ,,results aging was associated with a linear increase in <unknown> plaque after age <number> but,agree,agree
827,25221,study eggs are nearly as bad for your arteries as <unknown>    ,,after about age <number> participants plaque began building up steadily but among the participants who,agree,agree
828,25222,study eggs are nearly as bad for your arteries as <unknown>    ,,problem last year the average american consumed <number> eggs over <number> percent more than the,agree,agree
829,25225,cracking up debunking the eggs as bad as <unknown> myth     ,,after about age <number> participants plaque began building up steadily but among the participants who,disagree,disagree
830,25227,cracking up debunking the eggs as bad as <unknown> myth     ,,the key <unknown> as with most things and buying organic eggs from local farmers who,agree,agree
831,25228,<unknown> fat the forbidden food you should never stop eating     ,,the last word on this subject should go to julia child enjoy eating <unknown> <unknown>,agree,agree
832,25229,<unknown> fat the forbidden food you should never stop eating     ,stuff has to do with,what this saturation stuff has to do with is the number of double <unknown> in,agree,agree
833,25231,<unknown> fat the forbidden food you should never stop eating     ,,its time to bring bacon back to breakfast after all <unknown> fat is good for,agree,agree
834,25233,<unknown> fat do n't believe the big fat lie      ,,the last word on this subject should go to julia child enjoy eating <unknown> <unknown>,agree,agree
835,25234,<unknown> fat do n't believe the big fat lie      ,stuff has to do with,what this saturation stuff has to do with is the number of double <unknown> in,agree,agree
836,25236,<unknown> fat do n't believe the big fat lie      ,,the result in the past <number> years in the united states the amount of calories,agree,agree
837,25239,everyone was wrong <unknown> fat can be good for you     ,,each fat <unknown> is made of one <unknown> <unknown> and three fatty <unknown> which can,agree,agree
838,25241,everyone was wrong <unknown> fat can be good for you     ,,the result in the past <number> years in the united states the amount of calories,agree,agree
839,25247,sorry <unknown> lovers study links <unknown> fat to heart disease again    ,,the current us <unknown> guidelines have taken a conservative approach to <unknown> <unknown> saying they,agree,agree
840,25253,high intensity training does more harm than good raising the risk of cancer and heart,,it is hailed as the best way to get fit with celebrities including kim kardashian,agree,agree
841,25260,report trump is saying he will pull us out of paris climate deal  ,,americas exit from the paris agreement wouldnt <unknown> the accord which still has the support,agree,agree
842,25272,for president trump pulling out of paris is the only logical move   ,,americas exit from the paris agreement wouldnt <unknown> the accord which still has the support,agree,agree
843,25276,for president trump pulling out of paris is the only logical move   ,,the leaders attempted to convince trump for three days first in <unknown> at meetings of,agree,agree
844,25289,donald trump walks back campaign pledges on another issue climate change    ,,it also contains an even more stringent target of <number> degrees <unknown> or <number> degrees,agree,agree
845,25302,fake news wapo made-up <unknown> request for permanent back channel communication with russia  ,instead,the idea of a permanent back channel was never discussed according to the source instead,agree,agree
846,25303,fake news wapo made-up <unknown> request for permanent back channel communication with russia  ,instead,the idea of a permanent back channel was never discussed according to the source instead,agree,agree
847,25307,<unknown> <unknown> did n't suggest russian communications channel in meeting source says   ,,during the meeting wherein the washington post asserted that <unknown> <unknown> proposed a secure line,agree,agree
848,25308,<unknown> <unknown> did n't suggest russian communications channel in meeting source says   ,,<unknown> allegedly then relayed the suggestion to his superiors in moscow that was based on,agree,agree
849,25333,health risks of genetically modified foods         ,,activists often <unknown> the alleged potential health risks of genetically modified foods one recent example,disagree,disagree
850,25336,<number> <unknown> studies proving gmos can be <unknown> to human health    ,about gmos to <unknown> them,the truth is we dont know enough about gmos to <unknown> them safe for human,agree,agree
851,25340,<number> studies proving gmos are <unknown> not if science matters     ,about gmos to <unknown> them,the truth is we dont know enough about gmos to <unknown> them safe for human,disagree,disagree
852,25341,<number> studies proving gmos are <unknown> not if science matters     ,,activists often <unknown> the alleged potential health risks of genetically modified foods one recent example,agree,agree
853,25347,<unknown> staffer seth rich did not send thousands of e-mails to <unknown> before he was,,my investigation up to this point shows there was some degree of email exchange between,agree,agree
854,25349,<unknown> staffer seth rich did not send thousands of e-mails to <unknown> before he was,,on sunday july <number> rich was shot to death about a block from where he,agree,agree
855,25354,the bonkers seth rich conspiracy theory explained        ,,its been several months since the intelligence community concluded russia <unknown> in the election including,agree,agree
856,25358,climate change is not a hoax ask any <unknown> seeing it firsthand   ,,increasing <unknown> intrusion is forcing farmers to abandon rice altogether and switch to more <unknown>,agree,agree
857,25359,climate change is not a hoax ask any <unknown> seeing it firsthand   ,to the <unknown> there is,in addition to <unknown> records going back to the <unknown> there is a large amount,agree,agree
858,25364,is climate change real and is the world actually getting <unknown>    ,,he also realised just how important this was to life on earth as without such,agree,agree
859,25369,<number> things you need to know about the climate change hoax    ,to the <unknown> there is,in addition to <unknown> records going back to the <unknown> there is a large amount,disagree,disagree
860,25376,the fingerprint of global <unknown> doesnt exist in the real world study finds  ,,one of the main lines of evidence used by the obama administration to justify its,agree,agree
861,25377,the fingerprint of global <unknown> doesnt exist in the real world study finds  ,the biggest scam in the,climate change is the biggest scam in the history of the world a <number> <unknown>,agree,agree
862,25382,climate change the hoax that costs us <number> billion a day    ,,so what does <number> trillion look like in a global economic context   ,agree,agree
863,25383,a sign that <unknown> exchanges are failing        ,<unknown> of the individual market,the life <unknown> of the individual market for health insurance is not looking good ,agree,agree
864,25386,a sign that <unknown> exchanges are failing        ,,              ,agree,agree
865,25387,a sign that <unknown> exchanges are failing        ,increasingly barren <unknown> landscape begins,come november the grim <unknown> across the increasingly barren <unknown> landscape begins anew illinois consumers,agree,agree
866,25401,why <unknown> failed            ,,at first glance its hard to see why this piece of news is worth worrying,agree,agree
867,25405,why <unknown> failed            ,,<unknown> failed because the <unknown> for going uncovered are too low when <unknown> against its,agree,agree
868,25408,the success of the affordable care act is a hugely <unknown> truth for its opponents,,we should add first that ryan also pledged once the gop <unknown> the law to,agree,agree
869,25412,the success of the affordable care act is a hugely <unknown> truth for its opponents,,the republican majority in the house of representatives has voted more than <number> times to,agree,agree
